PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;TYPE HOGER ONDERWIJS;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;OPLEIDINGSFASE ACTUEEL;2013 MAN;2013 VROUW;2014 MAN;2014 VROUW;2015 MAN;2015 VROUW;2016 MAN;2016 VROUW;2017 MAN;2017 VROUW;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;economie;n.v.t. (economie);60014;M Economic Studies;voltijd onderwijs;master;9;11;0;0;0;0;0;0;0;0;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;economie;n.v.t. (economie);60018;M Information and Network Economics;voltijd onderwijs;master;2;2;0;0;1;1;0;1;1;2;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;economie;n.v.t. (economie);60019;M International Business;deeltijd onderwijs;master;4;1;2;2;0;0;0;0;0;0;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;economie;n.v.t. (economie);60019;M International Business;voltijd onderwijs;master;98;68;65;74;84;58;59;62;101;54;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;economie;n.v.t. (economie);60307;M Econometrics and Operations Research;voltijd onderwijs;master;2;3;3;4;4;6;6;0;2;3;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;economie;n.v.t. (economie);60321;M Financial Economics;voltijd onderwijs;master;17;4;18;5;13;10;7;4;13;5;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;economie;n.v.t. (economie);60445;M Global Supply Chain Management and Change;voltijd onderwijs;master;5;2;10;7;4;5;5;3;2;7;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;economie;n.v.t. (economie);60464;M Human Decision Science;voltijd onderwijs;master;4;9;1;3;5;10;3;8;7;10;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;economie;n.v.t. (economie);60959;M Business Intelligence and Smart Services;voltijd onderwijs;master;0;0;0;0;0;0;0;0;3;5;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;economie;n.v.t. (economie);66401;M Economics;voltijd onderwijs;master;0;0;5;9;8;4;8;4;5;11;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;economie;n.v.t. (economie);66402;M Fiscale Economie;voltijd onderwijs;master;0;1;0;0;0;0;0;0;0;0;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60003;M European Public Affairs;voltijd onderwijs;master;10;12;10;9;8;9;8;8;12;10;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60328;M Public Policy and Human Development;voltijd onderwijs;master;18;36;28;40;32;45;32;48;35;48;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60377;M European Studies (research);voltijd onderwijs;master;5;6;7;3;2;2;6;2;3;4;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60465;M Globalisation and Development Studies;voltijd onderwijs;master;12;22;4;17;6;15;4;15;7;24;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66604;M Psychology;voltijd onderwijs;master;14;68;31;88;32;88;31;92;21;96;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);69303;M European Studies;voltijd onderwijs;master;33;34;19;30;17;27;18;17;22;32;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);69305;M Forensic Psychology;voltijd onderwijs;master;0;8;1;7;1;11;3;8;3;14;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);69315;M Sustainability Science and Policy;voltijd onderwijs;master;6;8;6;5;5;17;10;20;7;24;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60006;M Mental Health;voltijd onderwijs;master;0;0;0;2;0;0;0;1;1;1;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60007;M Work, Health and Career;deeltijd onderwijs;master;1;0;0;0;0;0;0;0;0;1;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60007;M Work, Health and Career;voltijd onderwijs;master;0;0;0;0;0;2;0;5;0;6;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60011;M Epidemiology;deeltijd onderwijs;master;1;0;1;0;0;0;1;0;0;1;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60011;M Epidemiology;voltijd onderwijs;master;2;1;1;2;1;8;3;4;0;8;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60120;M Health Sciences (research);voltijd onderwijs;master;0;1;0;1;0;3;2;4;2;2;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60121;M Cognitive and Clinical Neuroscience (research);voltijd onderwijs;master;6;26;15;22;8;26;7;40;13;45;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60379;M Governance and Leadership in European Public Health;voltijd onderwijs;master;2;8;1;4;3;9;1;12;2;7;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60460;M Healthcare Policy, Innovation and Management;deeltijd onderwijs;master;1;2;0;1;0;3;1;1;2;0;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60460;M Healthcare Policy, Innovation and Management;voltijd onderwijs;master;4;5;2;9;4;11;10;14;5;16;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60461;M Health Education and Promotion;deeltijd onderwijs;master;0;1;0;2;0;0;1;0;0;0;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60461;M Health Education and Promotion;voltijd onderwijs;master;1;6;4;8;1;8;1;13;2;6;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60462;M Bewegingswetenschappen;deeltijd onderwijs;master;1;0;1;1;2;1;1;0;0;0;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60462;M Bewegingswetenschappen;voltijd onderwijs;master;3;3;4;0;4;1;3;3;7;7;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60463;M Sports and Physical Activity Interventions;deeltijd onderwijs;master;0;1;0;0;0;0;0;0;0;0;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60463;M Sports and Physical Activity Interventions;voltijd onderwijs;master;3;0;0;0;0;0;0;0;0;0;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60512;M Health Food Innovation Management;voltijd onderwijs;master;1;7;2;6;1;6;2;6;1;8;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);66551;M Geneeskunde;voltijd onderwijs;master;0;2;5;1;1;0;5;2;21;8;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);66585;M Arts - Klinisch Onderzoeker (research);voltijd onderwijs;master;4;2;1;2;1;1;0;2;2;2;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);66902;M Global Health;voltijd onderwijs;master;8;18;5;20;15;34;8;56;19;39;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;natuur;n.v.t. (natuur);60955;M Biobased Materials;voltijd onderwijs;master;0;0;0;0;0;3;3;2;7;3;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;natuur;n.v.t. (natuur);60956;M Systems Biology;voltijd onderwijs;master;0;0;0;0;0;0;2;1;1;0;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;recht;n.v.t. (recht);60017;M European Law School;voltijd onderwijs;master;21;27;22;27;22;31;23;33;17;29;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;recht;n.v.t. (recht);60168;M International Laws;voltijd onderwijs;master;0;4;5;3;2;9;1;4;1;4;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;recht;n.v.t. (recht);60169;M Recht en Arbeid;voltijd onderwijs;master;0;0;0;0;1;0;0;0;0;0;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;recht;n.v.t. (recht);60170;M Globalisation and Law;voltijd onderwijs;master;34;56;35;56;39;57;34;68;46;73;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;recht;n.v.t. (recht);60171;M Forensica, Criminologie en Rechtspleging;voltijd onderwijs;master;6;14;3;13;3;22;6;25;6;21;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;recht;n.v.t. (recht);60459;M International and European Tax Law;voltijd onderwijs;master;13;10;12;11;24;7;17;13;14;18;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;recht;n.v.t. (recht);66451;M Nederlands recht;voltijd onderwijs;master;0;0;0;0;0;1;0;0;0;0;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;recht;n.v.t. (recht);66827;M Fiscaal Recht;voltijd onderwijs;master;0;1;3;0;0;0;0;0;0;0;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;taal en cultuur;n.v.t. (taal en cultuur);60087;M Kunst- & cultuurwetenschappen;voltijd onderwijs;master;9;37;6;45;3;39;6;32;11;50;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;taal en cultuur;n.v.t. (taal en cultuur);60284;M Europese Studies;voltijd onderwijs;master;1;5;4;8;7;5;5;6;1;6;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;taal en cultuur;n.v.t. (taal en cultuur);60829;M Kunst- & cultuurwetenschappen (research);voltijd onderwijs;master;0;2;1;0;0;1;1;1;1;2;
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;taal en cultuur;n.v.t. (taal en cultuur);60830;M Mediastudies;voltijd onderwijs;master;0;9;2;16;1;11;2;8;3;12;
Noord-Brabant;0758;BREDA;reguliere inst.;bachelor;21UI;NHTV Internationale Hogeschool Breda;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);50756;B Vrijetijdwetenschappen;voltijd onderwijs;bachelor;2;15;2;14;2;6;2;8;1;4;
Noord-Brabant;0758;BREDA;reguliere inst.;bachelor;21UI;NHTV Internationale Hogeschool Breda;sectoroverstijgend;sectoroverstijgend;55001;B Tourism (joint degree);voltijd onderwijs;bachelor;4;12;0;0;0;0;1;0;0;0;
Noord-Brabant;0758;BREDA;reguliere inst.;master;21UI;NHTV Internationale Hogeschool Breda;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60078;M Leisure Studies;voltijd onderwijs;master;0;0;2;1;0;1;0;0;0;1;
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);50441;B Industrial Design;voltijd onderwijs;bachelor;3;3;0;0;2;1;1;2;115;106;
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);50441;B Industrial Design;voltijd onderwijs;propedeuse bachelor;87;68;82;53;81;72;78;96;0;0;
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);55018;B Data Science (joint degree);voltijd onderwijs;bachelor;0;0;0;0;0;0;0;0;27;5;
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);55018;B Data Science (joint degree);voltijd onderwijs;propedeuse bachelor;0;0;0;0;0;0;21;4;0;0;
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56226;B Biomedische Technologie;voltijd onderwijs;bachelor;0;0;0;0;0;0;0;0;104;118;
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56226;B Biomedische Technologie;voltijd onderwijs;propedeuse bachelor;88;73;95;105;83;120;91;134;0;0;
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56265;B Technische Innovatiewetenschappen;voltijd onderwijs;bachelor;0;0;0;0;0;1;0;0;62;64;
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56265;B Technische Innovatiewetenschappen;voltijd onderwijs;propedeuse bachelor;52;36;71;41;62;42;57;48;0;0;
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56951;B Bouwkunde;voltijd onderwijs;bachelor;0;0;0;0;1;0;0;0;94;72;
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56951;B Bouwkunde;voltijd onderwijs;propedeuse bachelor;82;45;69;50;69;65;67;47;0;0;
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56953;B Electrical Engineering;voltijd onderwijs;bachelor;1;0;1;0;1;0;0;0;204;23;
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56953;B Electrical Engineering;voltijd onderwijs;propedeuse bachelor;122;8;132;10;250;17;188;14;1;0;
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56960;B Scheikundige Technologie;voltijd onderwijs;bachelor;0;0;0;0;0;0;0;0;67;28;
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56960;B Scheikundige Technologie;voltijd onderwijs;propedeuse bachelor;53;16;58;24;69;23;59;27;0;0;
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56962;B Technische Natuurkunde;voltijd onderwijs;bachelor;0;0;0;0;0;0;0;0;134;23;
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56962;B Technische Natuurkunde;voltijd onderwijs;propedeuse bachelor;103;16;141;19;128;11;155;18;0;0;
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56964;B Technische Informatica;voltijd onderwijs;bachelor;0;0;3;2;1;1;1;1;236;36;
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56964;B Technische Informatica;voltijd onderwijs;propedeuse bachelor;94;3;119;10;159;22;222;30;0;0;
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56965;B Technische Wiskunde;voltijd onderwijs;bachelor;0;0;0;1;0;0;0;0;61;23;
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56965;B Technische Wiskunde;voltijd onderwijs;propedeuse bachelor;33;12;35;13;37;22;66;35;0;0;
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56966;B Werktuigbouwkunde;voltijd onderwijs;bachelor;0;0;0;0;0;0;0;0;264;24;
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56966;B Werktuigbouwkunde;voltijd onderwijs;propedeuse bachelor;204;13;227;14;227;16;234;16;0;0;
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56994;B Technische Bedrijfskunde;voltijd onderwijs;bachelor;1;0;0;0;0;0;1;0;184;55;
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56994;B Technische Bedrijfskunde;voltijd onderwijs;propedeuse bachelor;174;48;175;52;170;55;139;44;0;0;
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60331;M Embedded Systems;voltijd onderwijs;master;28;1;31;7;40;8;32;10;34;9;
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60337;M Construction Management and Engineering;voltijd onderwijs;master;4;2;8;4;9;6;1;1;1;3;
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60347;M Industrial and Applied Mathematics;voltijd onderwijs;master;2;1;9;2;4;3;8;5;5;1;
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60353;M Electrical Engineering;voltijd onderwijs;master;22;5;36;12;23;5;20;10;17;8;
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60359;M Systems and Control;voltijd onderwijs;master;6;1;12;0;14;1;20;6;14;0;
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60428;M Automotive Technology;voltijd onderwijs;master;22;0;35;0;38;1;24;2;18;0;
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60430;M Innovation Management;voltijd onderwijs;master;2;2;4;0;3;4;2;0;0;2;
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60431;M Human-technology Interaction;voltijd onderwijs;master;2;5;4;6;5;3;3;8;3;3;
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60432;M Business Information Systems;voltijd onderwijs;master;3;2;3;4;5;4;3;5;5;1;
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60434;M Architecture, Building and Planning;voltijd onderwijs;master;14;25;15;22;13;8;15;11;18;16;
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60436;M Applied Physics;voltijd onderwijs;master;3;0;2;1;7;0;2;0;1;2;
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60437;M Chemical Engineering;voltijd onderwijs;master;13;3;19;5;17;7;14;12;12;10;
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60438;M Computer Science and Engineering;voltijd onderwijs;master;18;5;20;3;28;7;29;15;25;8;
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60439;M Mechanical Engineering;voltijd onderwijs;master;5;3;12;1;17;2;13;3;14;1;
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60441;M Industrial Design;voltijd onderwijs;master;3;2;0;9;4;4;9;5;3;3;
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60443;M Sustainable Energy Technology;voltijd onderwijs;master;15;6;21;10;28;8;22;8;17;10;
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);65018;M Data Science and Entrepreneurship (joint degree);voltijd onderwijs;master;0;0;0;0;0;0;0;0;2;0;
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);66226;M Biomedical Engineering;voltijd onderwijs;master;3;4;2;1;1;4;1;1;4;3;
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);66265;M Innovation Sciences;voltijd onderwijs;master;1;0;2;2;1;0;1;1;0;1;
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);66430;M Operations Management and Logistics;voltijd onderwijs;master;6;1;6;7;8;9;9;9;7;3;
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);66904;M Science and Technology of Nuclear Fusion;voltijd onderwijs;master;1;1;1;0;5;0;5;0;1;0;
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;postmaster;21PG;Technische Universiteit Eindhoven;onderwijs;universitaire lerarenopleidingen;68404;M Science Education and Communication;voltijd onderwijs;master;1;0;0;2;2;3;0;1;2;1;
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;economie;n.v.t. (economie);50750;B Bedrijfseconomie;voltijd onderwijs;bachelor;249;121;230;84;266;107;246;96;259;104;
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;economie;n.v.t. (economie);50950;B Economie en Bedrijfseconomie;voltijd onderwijs;bachelor;61;19;48;12;35;15;74;24;101;29;
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;economie;n.v.t. (economie);50952;B International Business Administration;voltijd onderwijs;bachelor;80;83;100;64;144;78;162;101;160;108;
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;economie;n.v.t. (economie);56401;B Economie;voltijd onderwijs;bachelor;22;7;26;18;49;24;41;27;34;15;
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;economie;n.v.t. (economie);56402;B Fiscale Economie;voltijd onderwijs;bachelor;35;19;23;12;31;9;19;11;38;16;
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;economie;n.v.t. (economie);56833;B Econometrie en Operationele Research;voltijd onderwijs;bachelor;75;29;47;15;66;27;60;35;93;38;
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);50754;B Organisatiewetenschappen;voltijd onderwijs;bachelor;12;40;27;28;40;69;39;59;26;55;
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);50755;B Personeelwetenschappen;voltijd onderwijs;bachelor;18;53;14;48;15;49;8;48;12;43;
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56601;B Sociologie;voltijd onderwijs;bachelor;11;18;2;13;4;4;2;6;5;19;
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56604;B Psychologie;voltijd onderwijs;bachelor;49;145;42;124;29;123;57;184;94;255;
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56627;B Bestuurskunde;voltijd onderwijs;bachelor;19;7;25;15;21;19;14;18;24;23;
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;recht;n.v.t. (recht);50700;B Rechtsgeleerdheid;voltijd onderwijs;bachelor;85;87;65;90;46;77;47;76;49;73;
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;recht;n.v.t. (recht);50753;B Ondernemingsrecht;voltijd onderwijs;bachelor;9;6;0;0;0;0;0;0;0;0;
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;recht;n.v.t. (recht);56475;B Global Law;voltijd onderwijs;bachelor;9;16;25;47;24;49;27;59;40;61;
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;recht;n.v.t. (recht);56827;B Fiscaal Recht;voltijd onderwijs;bachelor;19;7;9;15;8;11;13;15;13;17;
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;sectoroverstijgend;sectoroverstijgend;50393;B Liberal Arts and Sciences;voltijd onderwijs;bachelor;34;37;25;45;21;44;22;43;25;60;
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);56081;B Wijsbegeerte;deeltijd onderwijs;bachelor;2;0;0;0;1;0;1;0;0;0;
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);56081;B Wijsbegeerte;voltijd onderwijs;bachelor;1;9;6;3;3;3;8;4;4;1;
